589.8621216	422.5083313	137.4600525	417.4100037
584.1455688	419.1965637	134.2607574	403.8399963
597.8435669	416.292511	138.2798767	379.2799988
603.2210083	421.0364685	144.4385376	410.4400024
628.7313843	425.5118713	149.3974457	411.0499878
616.4500732	420.0617981	140.1094666	394.3599854
609.2967529	422.2398376	140.079483	394.9400024
614.4247437	416.6604919	135.8804169	394.7399902
606.9123535	414.9101257	133.2009888	403.3099976
592.8651123	413.3984375	131.7312927	396.3599854
615.6818848	423.9802551	136.2103424	428.2200012
609.8754272	422.2597046	133.5409088	413.8200073
611.342041	426.6853943	137.6800079	426.5
674.9134521	439.9127197	123.6730576	389.1000061
685.3989868	412.7221375	124.6228638	400.2799988
687.5739746	412.791748	120.0438538	404.6000061
695.8345947	408.674408	116.6345978	383.6799927
702.5489502	410.1164551	118.6241608	392.2099915
703.227356	411.0314331	124.8028107	378.1700134
710.3307495	413.5476074	128.651947	374.3200073
712.8548584	407.5107727	129.8117218	361.6199951
715.7281494	409.9672546	133.5409088	350.730011
618.1162109	381.9397888	115.725441	248.0899963
589.2636108	377.4553833	115.5654602	240.6799927
606.7233276	387.2114258	121.6546936	249.9799957
604.0272827	387.3509521	119.5149612	238.0099945
581.5197144	382.1889038	115.4154739	225.3099976
583.2173462	386.4740295	117.5052032	235.8600006
585.15448	385.4973755	118.5150833	236.2599945
595.3897095	389.9020691	117.6851883	248.7100067
617.9570923	391.7157288	121.3947296	278.3900146
625.4063721	393.7885437	120.6748199	288.1400146
610.0984497	388.6165466	113.7456894	272.0599976
601.7105713	389.2243958	111.4159775	273.1300049
575.9078369	377.4852905	109.6561966	263.5499878
575.5284424	374.0871582	108.3663635	259.1600037
585.15448	380.8635559	110.1361465	268.4599915
583.0874634	380.8137207	110.406105	282.7600098
530.8529663	371.815033	101.7872009	267.2799988
504.00177	358.5911255	94.29813385	239.4299927
515.505127	356.617981	97.62770844	233.2899933
509.7135315	353.3294373	96.28788757	221.8600006
584.9248657	389.1347046	114.3156128	272.2000122
545.5018311	380.0264587	107.5564651	252.3999939
501.5852661	370.3202515	104.4768524	241.5500031
500.7564697	366.50354	101.4772263	241.3699951
483.9607239	357.8735962	96.89781189	227.5
499.558197	365.5469055	98.87755585	237.9700012
519.5193481	373.0906067	102.6970749	250.7400055
532.3807983	385.95578	106.4166031	259.5100098
546.4804077	390.4900208	110.9960403	284.9500122
548.9468384	389.8023987	108.7163162	285.8800049
553.6400757	392.6724243	109.006279	292.0299988
548.2078857	393.8881836	108.9062958	282.1600037
571.3843994	423.9235535	111.5959549	280.519989
596.1586914	433.7692871	114.4855957	287.2099915
598.4053955	434.656189	113.8056793	280.2600098
586.4626465	431.8061218	113.5257187	275.3500061
595.9489136	431.8459778	117.0452728	276.2200012
597.1472168	436.6492615	117.3552399	284.8200073
591.6351929	437.2073364	116.6353226	298.2600098
638.5073853	447.7007446	122.9845276	318.3800049
655.0834961	447.5812073	129.9136505	334.0700073
665.8878174	462.2101746	141.2022247	344.269989
686.9573975	463.1086731	141.9021454	332.0499878
683.6322021	466.9124146	139.9723969	284.7000122
696.7033691	469.6080017	141.7021637	295.1400146
693.0585938	471.9741211	142.6120605	308.5799866
701.3865967	470.1471252	143.9418945	326.0899963
693.1384888	471.8443298	142.8219452	326.4299927
692.3596191	478.0840759	144.9918213	319.1099854
681.8847656	474.180481	141.9619904	325.3099976
701.6464233	478.3536377	144.681839	329.1300049
696.7597046	477.2554321	144.1118622	316.3500061
695.3007202	479.4518127	145.4717865	322.0499878
681.8897095	476.6164856	143.8418884	322.1600037
698.0588989	485.2023621	144.1618652	348.6799927
711.7196655	489.305603	147.8916473	340.4700012
708.2020264	491.4620667	154.3013	327.5499878
725.6002808	496.6335754	155.011261	325.7799988
733.1351929	495.1260681	157.7411041	323.6300049
737.5922241	496.5936584	157.9810944	317.6600037
718.5250244	498.0213013	159.3310089	315.3500061
717.8654785	496.9031372	158.2310791	293.9400024
720.1838989	495.8049316	159.9909821	297.8099976
732.2857666	502.6836548	162.8708191	295.8800049
726.7494507	500.6569824	164.0907593	309.8699951
717.026062	502.4939575	164.9107056	313.5100098
720.4337158	502.1944275	164.0607605	316.8999939
709.9108887	504.9898376	170.6903687	310.7799988
702.4358521	504.7901611	171.3603363	321.6700134
700.9368896	510.860199	172.9902496	319.4100037
703.8049927	509.2128906	172.4002838	329.6499939
712.4890747	509.2228699	171.3703461	328.4899902
694.7410889	512.397644	179.259903	319.0400085
772.918335	532.6243896	177.8599701	308.269989
749.5041504	523.2498169	173.7102051	302.6300049
775.8463745	534.7609253	179.9898529	309.2600098
762.9450684	526.8838501	178.249939	308.7200012
771.4692993	524.0784912	179.4098816	319.9100037
761.3161621	519.9852295	180.7598114	322.269989
768.7811279	521.1832275	182.6896973	329.6499939
765.3534546	520.9136963	182.0497284	339.0299988
789.4671631	528.3713989	183.1496735	340.8399963
779.553894	519.725647	181.5797577	339.3800049
781.602478	521.6224976	182.0097351	335.5799866
784.7003784	519.3162842	180.4398193	330.5599976
766.852417	516.2512817	181.9997253	335.1600037
750.9731445	508.9333496	175.6300964	329.3099976
747.2156372	504.8900146	175.3901062	323.8999939
738.6014404	504.2399902	174.9701233	320.1099854
778.4745483	509.0400085	174.8800049	421.6199951
775.1967773	510.019989	170.2899933	425.8599854
779.7237549	508.4500122	176.2400055	416.8500061
777.8549805	517.9299927	176.6699982	426.0700073
765.1599731	514.4500122	183.6100006	434.2099915
755.4000244	509.230011	178.4299927	425.8500061
760.6599731	510.1499939	176.9700012	442.7900085
748.9099731	507.0299988	177.6900024	423.3900146
743.75	511.4599915	178.1900024	440.3999939
743.4000244	514.5999756	181.8500061	443.2099915
734.3800049	517.9500122	186.5800018	444.7200012
717.3400269	519.710022	187.2400055	459.4599915
724.3400269	515.6751099	189.1029053	443.6849976
